PLAYER,event_player_1_name,AGE,POS,HANDED,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,CAP HIT,SALARY
1115. Dylan Sikura,Dylan.Sikura,24,"LW, RW, C",Left,9,1,2,3,0.33,1,10,0.1,9:53,750000,"$700,000 "
1116. Evan Polei,Evan.Polei,23,LW,Left,0,0,0,0,0,0,0,0,,750000,"$750,000 "
1117. John Hayden,John.Hayden,24,"C, RW",Right,43,3,1,4,0.09,-2,39,0.08,9:42,750000,"$800,000 "
1118. Daniel Sprong,Daniel.Sprong,22,"RW, LW",Right,8,1,1,2,0.25,-2,17,0.06,14:06,750000,"$750,000 "
1120. Justin Bailey,Justin.Bailey,24,RW,Right,2,0,0,0,0,0,1,0,5:19,750000,"$750,000 "
1121. Logan Day,Logan.Day,24,D,Right,0,0,0,0,0,0,0,0,,750000,"$750,000 "
1122. Dominic Turgeon,Dominic.Turgeon,23,C,Left,0,0,0,0,0,0,0,0,,750000,"$750,000 "
1123. Nicholas Paul,Nicholas.Paul,24,"C, LW",Left,56,9,11,20,0.36,0,103,0.09,14:26,750000,"$750,000 "
1124. Markus Hännikäinen,Markus.Hännikäinen,26,LW,Left,0,0,0,0,0,0,0,0,,750000,"$750,000 "
1125. Blake Pietila,Blake.Pietila,26,"C, RW",Left,0,0,0,0,0,0,0,0,,750000,"$750,000 "
1126. Mark Friedman,Mark.Friedman,23,LD/RD,Right,6,0,1,1,0.17,0,2,0,13:35,749167,"$782,500 "
1127. Jesper Bratt,Jesper.Bratt,20,"LW, RW",Left,60,16,16,32,0.53,-6,101,0.16,13:58,749167,"$782,500 "
1128. Dawson Leedahl,Dawson.Leedahl,23,LW,Left,0,0,0,0,0,0,0,0,,749167,"$785,000 "
1129. Victor Mete,Victor.Mete,21,LD/RD,Left,51,4,7,11,0.22,5,57,0.07,15:59,748333,"$760,000 "
1130. Alex Formenton,Alex.Formenton,19,LW,Left,0,0,0,0,0,0,0,0,,747500,"$792,500 "
1131. Alexey Lipanov,Alexey.Lipanov,19,C,Left,0,0,0,0,0,0,0,0,,747500,"$792,500 "
1132. Jérémy Lauzon,Jérémy.Lauzon,22,LD/RD,Left,19,1,1,2,0.11,5,20,0.05,15:25,747500,"$775,000 "
1133. Ivan Lodnia,Ivan.Lodnia,19,RW,Right,0,0,0,0,0,0,0,0,,747500,"$792,500 "
1134. Jaret Anderson-Dolan,Jaret.Dolan,19,C,Left,4,0,0,0,0,-1,2,0,10:15,747500,"$792,500 "
1135. Paul Bittner,Paul.Bittner,22,LW,Left,0,0,0,0,0,0,0,0,,747500,"$800,000 "
1136. Warren Foegele,Warren.Foegele,23,"LW, RW",Left,68,13,17,30,0.44,9,129,0.1,13:42,746667,"$780,000 "
1137. John Nyberg,John.Nyberg,22,LD,Left,0,0,0,0,0,0,0,0,,745000,"$795,000 "
1138. Josh Mahura,Josh.Mahura,21,LD/RD,Left,11,1,3,4,0.36,-3,11,0.09,16:13,745000,"$792,500 "
1139. Jonathan Ang,Jonathan.Ang,21,C,Right,0,0,0,0,0,0,0,0,,745000,"$792,500 "
1140. Kyle Capobianco,Kyle.Capobianco,21,LD,Left,9,1,0,1,0.11,-1,10,0.1,14:45,745000,"$725,000 "
1141. Jack Kopacka,Jack.Kopacka,21,LW,Left,0,0,0,0,0,0,0,0,,745000,"$792,500 "
1143. Cliff Pu,Cliff.Pu,21,RW,Right,0,0,0,0,0,0,0,0,,745000,"$792,500 "
1144. Cam Dineen,Cam.Dineen,21,LD,Left,0,0,0,0,0,0,0,0,,745000,"$792,500 "
1146. Garrett Pilon,Garrett.Pilon,21,C,Right,0,0,0,0,0,0,0,0,,745000,"$792,500 "
1147. Sean Walker,Sean.Walker,24,RD,Right,70,5,19,24,0.34,-12,127,0.04,18:50,745000,"$770,000 "
1148. Brad Morrison,Brad.Morrison,22,C,Left,0,0,0,0,0,0,0,0,,743333,"$760,000 "
1149. Michael Pezzetta,Michael.Pezzetta,21,"LW, RW",Left,0,0,0,0,0,0,0,0,,743333,"$760,000 "
1150. Devante Stephens,Devante.Stephens,22,D,Left,0,0,0,0,0,0,0,0,,743333,"$777,777 "
1151. Jérémy Groleau,Jérémy.Groleau,19,LD,Left,0,0,0,0,0,0,0,0,,743333,$0 
1152. Anton Lindholm,Anton.Lindholm,24,LD,Left,4,0,1,1,0.25,1,1,0,11:46,742500,"$735,000 "
1154. Spencer Smallman,Spencer.Smallman,22,RW,Right,0,0,0,0,0,0,0,0,,741667,"$775,000 "
1155. Travis Barron,Travis.Barron,20,LW,Left,0,0,0,0,0,0,0,0,,741667,"$755,000 "
1156. Joona Luoto,Joona.Luoto,21,"LW, RW",Left,16,0,0,0,0,-3,9,0,6:35,741667,"$775,000 "
1157. Skyler McKenzie,Skyler.McKenzie,21,C,Left,0,0,0,0,0,0,0,0,,741667,"$760,000 "
1158. Mason Appleton,Mason.Appleton,23,RW,Right,46,5,3,8,0.17,-9,55,0.09,11:09,741667,"$775,000 "
1159. William Lagesson,William.Lagesson,23,LD,Left,8,0,0,0,0,-4,8,0,11:51,741666,"$775,000 "
1160. Sebastian Repo,Sebastian.Repo,23,"C, RW",Right,0,0,0,0,0,0,0,0,,740000,"$765,000 "
1161. Tanner Kaspick,Tanner.Kaspick,21,C,Left,0,0,0,0,0,0,0,0,,738889,"$785,000 "
1162. Nicholas Caamano,Nicholas.Caamano,20,"LW, RW",Left,12,1,1,2,0.17,2,13,0.08,9:57,738333,"$770,000 "
1163. Kenny Agostino,Kenny.Agostino,27,LW,Left,0,0,0,0,0,0,0,0,,737500,"$750,000 "
1164. Hudson Fasching,Hudson.Fasching,23,RW,Right,0,0,0,0,0,0,0,0,,737500,"$725,000 "
1165. Michael Bunting,Michael.Bunting,23,LW,Left,0,0,0,0,0,0,0,0,,737500,"$725,000 "
1166. Taylor Fedun,Taylor.Fedun,31,RD,Right,27,2,7,9,0.33,3,40,0.05,13:45,737500,"$700,000 "
1168. Manuel Wiederer,Manuel.Wiederer,22,C,Right,0,0,0,0,0,0,0,0,,736667,"$770,000 "
1169. Gabriel Fontaine,Gabriel.Fontaine,22,C,Left,0,0,0,0,0,0,0,0,,736667,"$770,000 "
1170. Beck Malenstyn,Beck.Malenstyn,21,"C, LW",Left,3,0,0,0,0,-1,4,0,9:16,736666,"$780,000 "
1171. Joachim Blichfeld,Joachim.Blichfeld,20,"RW, LW",Right,3,0,0,0,0,-2,3,0,12:46,736666,"$780,000 "
1172. Connor Bunnaman,Connor.Bunnaman,21,"C, LW",Left,21,1,1,2,0.1,7,18,0.06,9:16,736666,"$780,000 "
1173. Drake Batherson,Drake.Batherson,21,RW,Right,23,3,7,10,0.43,-12,32,0.09,15:33,736666,"$780,000 "
1174. Jacob Middleton,Jacob.Middleton,23,LD,Left,10,0,2,2,0.2,-2,9,0,10:46,735000,"$770,000 "
1175. Sheldon Dries,Sheldon.Dries,25,C,Left,5,0,0,0,0,-2,2,0,6:51,735000,"$735,000 "
1176. Alan Quine,Alan.Quine,26,C,Left,9,1,0,1,0.11,-1,12,0.08,9:48,735000,"$735,000 "
1177. AJ Greer,AJreer.Greer,22,LW,Left,0,0,0,0,0,0,0,0,,735000,"$735,000 "
1178. Ryan Graves,Ryan.Graves,24,LD/RD,Left,69,9,17,26,0.38,40,134,0.07,18:56,735000,"$735,000 "
1180. Matthew Phillips,Matthew.Phillips,21,C,Right,0,0,0,0,0,0,0,0,,733333,"$775,000 "
1181. Drake Rymsha,Drake.Rymsha,20,C,Right,0,0,0,0,0,0,0,0,,733333,"$750,000 "
1182. Chaz Reddekopp,Chaz.Reddekopp,22,LD,Left,0,0,0,0,0,0,0,0,,733333,"$770,000 "
1184. Jordy Bellerive,Jordy.Bellerive,20,C,Left,0,0,0,0,0,0,0,0,,733333,"$750,000 "
1185. Luke Green,Luke.Green,21,RD,Right,0,0,0,0,0,0,0,0,,733333,"$792,500 "
1189. Parker Wotherspoon,Parker.Wotherspoon,21,LD,Left,0,0,0,0,0,0,0,0,,732222,"$725,000 "
1191. Oliver Kylington,Oliver.Kylington,22,LD/RD,Left,48,2,5,7,0.15,-6,37,0.05,13:42,730833,"$750,000 "
1192. Yakov Trenin,Yakov.Trenin,22,"LW, C",Left,21,2,4,6,0.29,1,25,0.08,9:44,730833,"$750,000 "
1193. Vitaly Abramov,Vitaly.Abramov,21,LW,Left,2,1,0,1,0.5,0,3,0.33,5:47,730833,"$700,000 "
1194. Tim Gettinger,Tim.Gettinger,21,"LW, RW",Left,2,0,1,1,0.5,1,3,0,8:23,730000,"$770,000 "
1195. Mathieu Olivier,Mathieu.Olivier,22,RW,Right,8,0,1,1,0.13,1,6,0,7:32,730000,"$730,000 "
1196. Darren Raddysh,Darren.Raddysh,23,RD,Right,0,0,0,0,0,0,0,0,,730000,"$755,000 "
1197. Matthew Spencer,Matthew.Spencer,22,D,Right,0,0,0,0,0,0,0,0,,728333,"$700,000 "
1199. Anthony Cirelli,Anthony.Cirelli,21,"C, RW",Left,68,16,28,44,0.65,28,113,0.14,18:27,728333,"$700,000 "
1200. Mitch Vande Sompel,Mitch.Sompel,22,LD,Left,0,0,0,0,0,0,0,0,,728333,"$700,000 "
1201. Deven Sideroff,Deven.Sideroff,22,RW,Right,0,0,0,0,0,0,0,0,,728333,"$700,000 "
1202. Mathieu Joseph,Mathieu.Joseph,22,"C, LW, RW",Left,37,4,3,7,0.19,-2,35,0.11,11:31,728333,"$700,000 "
1203. Blake Speers,Blake.Speers,22,C,Right,0,0,0,0,0,0,0,0,,728333,"$700,000 "
1204. Steven Lorentz,Steven.Lorentz,23,"RW, C, LW",Left,0,0,0,0,0,0,0,0,,728333,"$760,000 "
1205. Colton White,Colton.White,22,LD,Left,6,0,0,0,0,-2,2,0,13:59,728333,"$700,000 "
1206. Graham Knott,Graham.Knott,22,LW,Left,0,0,0,0,0,0,0,0,,728333,"$700,000 "
1207. Filip Chlapik,Filip.Chlapik,22,C,Left,31,3,3,6,0.19,-7,27,0.11,8:46,728333,"$700,000 "
1208. Dennis Yan,Dennis.Yan,22,LW,Left,0,0,0,0,0,0,0,0,,728333,"$700,000 "
1209. Samuel Girard,Samuel.Girard,21,LD/RD,Left,70,4,30,34,0.49,1,96,0.04,21:18,728333,"$700,000 "
1210. Parker Kelly,Parker.Kelly,20,"C, LW",Left,0,0,0,0,0,0,0,0,,726667,"$730,000 "
1211. Antoine Waked,Antoine.Waked,23,RW,Right,0,0,0,0,0,0,0,0,,726667,"$750,000 "
1212. Mark Alt,Mark.Alt,27,RD,Right,0,0,0,0,0,0,0,0,,725000,"$750,000 "
1213. William Carrier,William.Carrier,24,LW,Left,71,7,12,19,0.27,0,99,0.07,9:52,725000,"$725,000 "
1214. Joakim Ryan,Joakim.Ryan,26,LD,Left,35,1,4,5,0.14,-10,54,0.02,19:08,725000,"$725,000 "
1215. Michael Prapavessis,Michael.Prapavessis,23,LD,Left,0,0,0,0,0,0,0,0,,725000,"$750,000 "
1216. Ethan Prow,Ethan.Prow,26,RD,Right,0,0,0,0,0,0,0,0,,725000,"$700,000 "
1217. Andy Miele,Andy.Miele,31,C,Left,0,0,0,0,0,0,0,0,,725000,"$725,000 "
1218. Ben Harpur,Ben.Harpur,24,LD,Left,0,0,0,0,0,0,0,0,,725000,"$800,000 "
1219. Garrett Wilson,Garrett.Wilson,28,"RW, LW",Left,0,0,0,0,0,0,0,0,,725000,"$725,000 "
1220. Stefan Matteau,Stefan.Matteau,25,LW,Left,9,2,1,3,0.33,0,18,0.11,12:21,725000,"$700,000 "
1221. Brian Gibbons,Brian.Gibbons,31,"C, RW, LW",Left,15,0,0,0,0,-7,9,0,9:45,725000,"$725,000 "
1222. Dean Kukan,Dean.Kukan,25,LD/RD,Left,33,1,4,5,0.15,-9,51,0.02,15:58,725000,"$750,000 "
1223. Aaron Ness,Aaron.Ness,29,LD,Left,24,0,1,1,0.04,1,11,0,12:32,725000,"$725,000 "
1224. Nick Seeler,Nick.Seeler,26,LD/RD,Left,12,0,1,1,0.08,-8,5,0,11:56,725000,"$750,000 "
1225. Connor Clifton,Connor.Clifton,24,LD/RD,Right,31,2,0,2,0.06,4,20,0.1,14:25,725000,"$750,000 "
1226. Tommy Cross,Tommy.Cross,29,LD,Left,0,0,0,0,0,0,0,0,,725000,"$700,000 "
1227. Jack Rodewald,Jack.Rodewald,25,RW,Right,0,0,0,0,0,0,0,0,,725000,"$725,000 "
1228. Beau Bennett,Beau.Bennett,27,"RW, LW",Right,0,0,0,0,0,0,0,0,,725000,"$725,000 "
1230. Joel L'Esperance,Joel.L'Esperance,23,"C, RW",Right,3,1,0,1,0.33,0,2,0.5,7:20,722500,"$747,500 "
1231. Vince Dunn,Vince.Dunn,22,LD/RD,Left,71,9,14,23,0.32,15,138,0.07,16:16,722500,"$775,000 "
1232. Oleg Sosunov,Oleg.Sosunov,21,D,Left,0,0,0,0,0,0,0,0,,721600,"$750,000 "
1233. Gustav Bouramman,Gustav.Bouramman,22,RD,Right,0,0,0,0,0,0,0,0,,720000,"$700,000 "
1234. Ethan Bear,Ethan.Bear,22,RD,Right,71,5,16,21,0.3,-4,99,0.05,21:58,720000,"$700,000 "
1235. Nicolas Roy,Nicolas.Roy,22,"C, RW",Right,28,5,5,10,0.36,3,42,0.12,11:25,720000,"$700,000 "
1236. Caleb Jones,Caleb.Jones,22,LD,Left,43,4,5,9,0.21,-1,38,0.11,14:07,720000,"$700,000 "
1237. Connor Hobbs,Connor.Hobbs,22,D,Right,0,0,0,0,0,0,0,0,,720000,"$700,000 "
1238. Scott Eansor,Scott.Eansor,23,C,Left,0,0,0,0,0,0,0,0,,720000,"$745,000 "
1241. Jake Bischoff,Jake.Bischoff,24,LD,Left,4,0,0,0,0,-2,6,0,15:36,716667,"$700,000 "
1242. Brennan Menell,Brennan.Menell,22,D,Right,5,0,0,0,0,1,4,0,13:59,716666,"$750,000 "
1243. Ty Lewis,Ty.Lewis,21,LW,Left,0,0,0,0,0,0,0,0,,716666,"$750,000 "
1244. Dylan Coghlan,Dylan.Coghlan,21,RD,Right,0,0,0,0,0,0,0,0,,715556,"$750,000 "
1245. Andrew Mangiapane,Andrew.Mangiapane,23,"LW, RW",Left,68,17,15,32,0.47,4,109,0.16,13:42,715000,"$715,000 "
1246. Dysin Mayo,Dysin.Mayo,22,RD,Right,0,0,0,0,0,0,0,0,,715000,"$715,000 "
1247. Francis Perron,Francis.Perron,23,LW,Left,0,0,0,0,0,0,0,0,,715000,"$715,000 "
1248. Dryden Hunt,Dryden.Hunt,23,"LW, RW",Left,21,0,4,4,0.19,0,33,0,10:29,715000,"$715,000 "
1249. Gage Quinney,Gage.Quinney,23,"LW, C",Left,3,0,1,1,0.33,-1,2,0,9:42,715000,"$740,000 "
1250. Thomas Schemitsch,Thomas.Schemitsch,22,RD,Right,0,0,0,0,0,0,0,0,,715000,"$715,000 "
1251. Calvin Thürkauf,Calvin.Thürkauf,22,"C, LW",Left,3,0,0,0,0,0,1,0,8:15,714444,"$700,000 "
1252. Filip Hronek,Filip.Hronek,21,RD,Right,65,9,22,31,0.48,-38,125,0.07,23:53,714166,"$700,000 "
1253. Brandon Gignac,Brandon.Gignac,21,C,Left,0,0,0,0,0,0,0,0,,714166,"$700,000 "
1254. Nathan Bastian,Nathan.Bastian,21,"RW, C",Right,0,0,0,0,0,0,0,0,,714166,"$700,000 "
1255. Frédéric Allard,Frédéric.Allard,21,RD,Right,0,0,0,0,0,0,0,0,,714166,"$700,000 "
1256. Givani Smith,Givani.Smith,21,LW,Left,21,2,1,3,0.14,-2,22,0.09,9:40,714166,"$700,000 "
1257. Jonas Siegenthaler,Jonas.Siegenthaler,22,LD,Left,64,2,7,9,0.14,11,49,0.04,15:43,714166,"$750,000 "
1258. Tanner Jeannot,Tanner.Jeannot,22,"LW, RW",Left,0,0,0,0,0,0,0,0,,713333,"$730,000 "
1259. Maxime Lajoie,Maxime.Lajoie,21,LD,Left,6,0,0,0,0,0,3,0,7:49,710000,"$700,000 "
1260. Sam Miletic,Sam.Miletic,22,"LW, C",Left,0,0,0,0,0,0,0,0,,710000,"$750,000 "
1263. Bokondji Imama,Bokondji.Imama,22,LW,Left,0,0,0,0,0,0,0,0,,706667,"$740,000 "
1264. Alexandre Fortin,Alexandre.Fortin,22,"C, LW",Left,0,0,0,0,0,0,0,0,,706666,"$700,000 "
1265. Jacob Moverare,Jacob.Moverare,20,LD,Left,0,0,0,0,0,0,0,0,,705556,"$700,000 "
1266. Keegan Kolesar,Keegan.Kolesar,22,"RW, C",Right,1,0,0,0,0,0,1,0,12:06,702500,"$715,000 "
1267. Giovanni Fiore,Giovanni.Fiore,22,"RW, C",Left,0,0,0,0,0,0,0,0,,701667,"$735,000 "
1268. Ondrej Vala,Ondrej.Vala,21,LD,Left,0,0,0,0,0,0,0,0,,701666,"$700,000 "
1269. Patrick Sieloff,Patrick.Sieloff,25,LD,Left,0,0,0,0,0,0,0,0,,700000,"$725,000 "
1270. Dominik Masin,Dominik.Masin,23,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1272. Cory Conacher,Cory.Conacher,29,LW,Left,4,0,1,1,0.25,-2,5,0,11:05,700000,"$700,000 "
1273. Derek Grant,Derek.Grant,29,"C, RW",Left,56,15,10,25,0.45,1,94,0.16,13:54,700000,"$700,000 "
1274. Gerald Mayhew,Gerald.Mayhew,26,"C, RW",Right,13,2,0,2,0.15,4,16,0.13,11:32,700000,"$700,000 "
1275. Derrick Pouliot,Derrick.Pouliot,25,LD,Left,2,0,0,0,0,-1,1,0,8:20,700000,"$700,000 "
1276. Michael Stone,Michael.Stone,29,RD,Right,33,2,5,7,0.21,-5,57,0.04,16:19,700000,"$700,000 "
1277. Jordan Nolan,Jordan.Nolan,30,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1278. Steven Fogarty,Steven.Fogarty,26,"C, RW",Right,7,0,0,0,0,-1,2,0,5:53,700000,"$700,000 "
1279. Andrew Poturalski,Andrew.Poturalski,25,C,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1280. Dalton Smith,Dalton.Smith,27,LW,Left,1,0,0,0,0,1,0,0,1:26,700000,"$700,000 "
1281. Daniel Brickley,Daniel.Brickley,24,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1282. Chris Mueller,Chris.Mueller,33,C,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1283. Joel Lowry,Joel.Lowry,27,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1285. Philip Holm,Philip.Holm,27,D,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1286. Jaycob Megna,Jaycob.Megna,26,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1287. Josh Teves,Josh.Teves,24,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1289. Kevin Czuczman,Kevin.Czuczman,28,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1290. Brian Pinho,Brian.Pinho,24,"C, RW",Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1291. Tyler Wotherspoon,Tyler.Wotherspoon,26,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1292. Justin Kloos,Justin.Kloos,25,"C, RW",Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1293. Matt Bartkowski,Matt.Bartkowski,31,RD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1294. Curtis Lazar,Curtis.Lazar,24,"C, RW",Right,38,5,5,10,0.26,-3,33,0.15,11:49,700000,"$700,000 "
1295. Pontus Åberg,Pontus.Åberg,25,"RW, LW",Right,5,0,1,1,0.2,0,4,0,8:42,700000,"$700,000 "
1297. Nicolas Aubé-Kubel,Nicolas.Kubel,23,RW,Right,36,7,8,15,0.42,1,48,0.15,11:17,700000,"$700,000 "
1298. Kyle Criscuolo,Kyle.Criscuolo,27,C,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1299. Andrew Agozzino,Andrew.Agozzino,28,"C, LW",Left,22,1,2,3,0.14,3,10,0.1,7:20,700000,"$700,000 "
1300. Alex Petrovic,Alex.Petrovic,27,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1301. Josh Teves,Josh.Teves,24,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1302. Alex Petrovic,Alex.Petrovic,27,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1303. Paul Carey,Paul.Carey,30,C,Left,1,0,0,0,0,-1,0,0,6:22,700000,"$700,000 "
1304. Michael McCarron,Michael.McCarron,24,"RW, C",Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1305. Derek Grant,Derek.Grant,29,"C, RW",Left,56,15,10,25,0.45,1,94,0.16,13:54,700000,"$700,000 "
1306. Ryan Lomberg,Ryan.Lomberg,24,"LW, C",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1307. Gerald Mayhew,Gerald.Mayhew,26,"C, RW",Right,13,2,0,2,0.15,4,16,0.13,11:32,700000,"$700,000 "
1308. Joe Morrow,Joe.Morrow,26,RD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1309. Jordan Nolan,Jordan.Nolan,30,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1310. Dominik Masin,Dominik.Masin,23,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1312. Samuel Morin,Samuel.Morin,23,"LD, LW",Left,1,0,0,0,0,-1,0,0,12:32,700000,"$700,000 "
1313. Brian Lashoff,Brian.Lashoff,28,LD,Left,9,0,1,1,0.11,1,6,0,14:33,700000,"$700,000 "
1314. Nick DeSimone,Nick.DeSimone,24,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1315. JC Lipon,JCipon.Lipon,25,RW,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1316. Brendan Gaunce,Brendan.Gaunce,25,"LW, C",Left,1,0,1,1,1,1,0,0,9:10,700000,"$700,000 "
1317. Carter Verhaeghe,Carter.Verhaeghe,23,"LW, C",Left,52,9,4,13,0.25,-9,57,0.16,9:21,700000,"$700,000 "
1318. Joseph Cramarossa,Joseph.Cramarossa,26,C,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1320. Daniel Renouf,Daniel.Renouf,25,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1321. Michael Amadio,Michael.Amadio,23,"C, RW",Right,68,6,10,16,0.24,-11,99,0.06,13:01,700000,"$700,000 "
1322. Luke Witkowski,Luke.Witkowski,29,"RW, RD",Right,12,1,2,3,0.25,-4,10,0.1,8:48,700000,"$700,000 "
1323. Zach Trotman,Zach.Trotman,28,RD,Right,8,0,0,0,0,-1,11,0,14:42,700000,"$700,000 "
1324. Thomas DiPauli,Thomas.DiPauli,25,"C, LW",Left,2,0,0,0,0,-3,2,0,5:59,700000,"$700,000 "
1325. Ian McCoshen,Ian.McCoshen,23,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1326. Patrick Russell,Patrick.Russell,26,RW,Right,45,0,5,5,0.11,-11,58,0,11:21,700000,"$700,000 "
1327. Shane Gersich,Shane.Gersich,22,"C, LW",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1328. Michael Vecchione,Michael.Vecchione,26,"C, RW",Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1329. Hunter Warner,Hunter.Warner,23,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1330. Gemel Smith,Gemel.Smith,25,C,Left,3,1,0,1,0.33,0,1,1,9:10,700000,"$700,000 "
1331. Justin Williams,Justin.Williams,37,RW,Right,20,8,3,11,0.55,2,60,0.13,13:36,700000,"$700,000 "
1332. C.J. Smith,Cmith.Smith,24,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1333. Fredrik Claesson,Fredrik.Claesson,26,LD,Left,5,1,1,2,0.4,1,1,1,14:29,700000,"$700,000 "
1334. Chris Wideman,Chris.Wideman,29,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1335. Byron Froese,Byron.Froese,28,C,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1336. Alex Belzile,Alex.Belzile,27,"RW, C",Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1338. Michael Sgarbossa,Michael.Sgarbossa,26,C,Left,2,0,0,0,0,0,1,0,8:06,700000,"$700,000 "
1340. Rinat Valiev,Rinat.Valiev,24,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1341. Brett Lernout,Brett.Lernout,23,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1342. Gabriel Bourque,Gabriel.Bourque,28,"LW, RW",Left,52,2,4,6,0.12,-1,33,0.06,8:36,700000,"$700,000 "
1344. Josh Jacobs,Josh.Jacobs,23,RD,Right,2,0,0,0,0,1,3,0,16:35,700000,"$700,000 "
1345. Louis Belpedio,Louis.Belpedio,23,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1346. Justin Scott,Justin.Scott,23,"RW, C",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1347. Nate Prosser,Nate.Prosser,33,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1348. Jarred Tinordi,Jarred.Tinordi,27,LD,Left,28,1,4,5,0.18,-1,20,0.05,16:36,700000,"$700,000 "
1349. Matt Tennyson,Matt.Tennyson,29,RD,Right,20,0,3,3,0.15,-2,14,0,12:08,700000,"$700,000 "
1350. Micheal Haley,Micheal.Haley,33,C,Left,22,1,0,1,0.05,-7,9,0.11,5:31,700000,"$700,000 "
1351. Lukas Radil,Lukas.Radil,28,LW,Left,14,0,0,0,0,-3,12,0,9:23,700000,"$700,000 "
1352. Nolan Stevens,Nolan.Stevens,22,C,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1353. Jacob Nilsson,Jacob.Nilsson,25,"C, LW",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1354. Cameron Schilling,Cameron.Schilling,30,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1355. David Warsofsky,David.Warsofsky,29,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1356. Remi Elie,Remi.Elie,24,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1357. Buddy Robinson,Buddy.Robinson,27,RW,Right,5,1,0,1,0.2,0,6,0.17,12:14,700000,"$700,000 "
1358. Phillip Di Giuseppe,Phillip.Giuseppe,25,LW,Left,20,1,3,4,0.2,1,35,0.03,11:17,700000,"$700,000 "
1359. Jayson Megna,Jayson.Megna,29,RW,Right,8,0,0,0,0,-1,4,0,6:42,700000,"$700,000 "
1360. Antti Suomela,Antti.Suomela,25,C,Left,20,1,6,7,0.35,4,18,0.06,9:41,700000,"$700,000 "
1361. Adam Clendening,Adam.Clendening,26,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1362. T.J. Tynan,Tynan.Tynan,27,C,Right,16,0,1,1,0.06,-1,7,0,8:28,700000,"$700,000 "
1363. Brendan Leipsic,Brendan.Leipsic,25,LW,Left,61,3,8,11,0.18,3,49,0.06,9:09,700000,"$700,000 "
1364. Trevor Carrick,Trevor.Carrick,24,LD,Left,3,0,0,0,0,0,1,0,5:47,700000,"$700,000 "
1365. Mario Kempe,Mario.Kempe,30,"C, LW",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1366. Turner Elson,Turner.Elson,26,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1367. Anthony Bitetto,Anthony.Bitetto,28,LD,Left,51,0,8,8,0.16,3,54,0,15:09,700000,"$700,000 "
